doi,language,method,method2,measurement,validation
10.1080/10584609.2016.1271068,de,man,Manual,attri,NA
10.1080/10584609.2017.1336502,en,man,Manual,pragm,NA
10.1080/10584609.2017.1339221,en,man,Manual,theme,NA
10.1080/10584609.2017.1339222,de,man,Manual,attri,NA
10.1080/10584609.2017.1375581,en,man,Manual,types,NA
10.1080/10584609.2017.1375581,en,man,Manual,theme,NA
10.1080/10584609.2018.1541032,bg,man,Manual,thing,NA
10.1080/10584609.2018.1541032,bg,man,Manual,theme,NA
10.1080/10584609.2018.1541032,bg,man,Manual,props,NA
10.1080/10584609.2020.1765913,tr,man,Manual,thing,NA
10.1080/10584609.2020.1765913,tr,man,Manual,theme,NA
10.1080/10584609.2020.1765913,tr,man,Manual,senti,NA
10.1080/10584609.2020.1784329,de,man,Manual,theme,NA
10.1080/10584609.2020.1784329,de,man,Manual,relas,NA
10.1080/13501763.2016.1253764,en,man,Manual,const,NA
10.1080/13501763.2016.1253764,en,man,Manual,theme,NA
10.1080/13501763.2018.1458890,de,man,Manual,theme,NA
10.1080/13501763.2020.1748096,de,man,Manual,theme,NA
10.1080/13563467.2017.1420641,de,man,Manual,attri,NA
10.1080/13563467.2018.1426562,en,man,Manual,thing,NA
10.1080/1461670X.2014.962927,cn,man,Manual,quali,NA
10.1080/1461670X.2015.1019549,en,man,Manual,thing,NA
10.1080/1461670X.2015.1019549,en,man,Manual,const,NA
10.1080/1461670X.2015.1019549,en,man,Manual,attri,NA
10.1080/1461670X.2015.1040892,de,man,Manual,theme,NA
10.1080/1461670X.2015.1040892,de,man,Manual,quali,NA
10.1080/1461670X.2015.1046995,cz,man,Manual,thing,NA
10.1080/1461670X.2015.1046995,cz,man,Manual,types,NA
10.1080/1461670X.2015.1046995,cz,man,Manual,attri,NA
10.1080/1461670X.2015.1058182,en,man,Manual,theme,NA
10.1080/1461670X.2015.1058182,en,man,Manual,quali,NA
10.1080/1461670X.2015.1058182,en,man,Manual,frame,NA
10.1080/1461670X.2015.1074865,en,man,Manual,thing,NA
10.1080/1461670X.2015.1074865,en,man,Manual,const,NA
10.1080/1461670X.2015.1074865,en,man,Manual,props,NA
10.1080/1461670X.2015.1104260,en,man,Manual,forma,NA
10.1080/1461670X.2015.1104260,en,man,Manual,thing,NA
10.1080/1461670X.2015.1104260,en,man,Manual,quali,NA
10.1080/1461670X.2015.1111162,nl,man,Manual,frame,NA
10.1080/1461670X.2015.1112243,de,man,Manual,attri,NA
10.1080/1461670X.2015.1133252,en,man,Manual,senti,NA
10.1080/1461670X.2016.1150193,en,man,Manual,quali,NA
10.1080/1461670X.2016.1154797,se,man,Manual,theme,NA
10.1080/1461670X.2016.1171163,en,man,Manual,props,NA
10.1080/1461670X.2016.1178594,en,man,Manual,props,NA
10.1080/1461670X.2016.1181528,en,man,Manual,thing,NA
10.1080/1461670X.2016.1181528,en,man,Manual,theme,NA
10.1080/1461670X.2016.1181528,en,man,Manual,senti,NA
10.1080/1461670X.2016.1181528,en,man,Manual,attri,NA
10.1080/1461670X.2016.1181528,en,man,Manual,frame,NA
10.1080/1461670X.2016.1187576,nl,man,Manual,const,NA
10.1080/1461670X.2016.1187576,nl,man,Manual,theme,NA
10.1080/1461670X.2016.1187576,nl,man,Manual,attri,NA
10.1080/1461670X.2016.1215254,en,man,Manual,thing,NA
10.1080/1461670X.2016.1215254,en,man,Manual,types,NA
10.1080/1461670X.2016.1215254,en,man,Manual,theme,NA
10.1080/1461670X.2016.1215254,en,man,Manual,quali,NA
10.1080/1461670X.2016.1234356,de,man,Manual,thing,NA
10.1080/1461670X.2016.1234356,de,man,Manual,senti,NA
10.1080/1461670X.2016.1234356,de,man,Manual,relas,NA
10.1080/1461670X.2016.1245111,de,man,Manual,const,NA
10.1080/1461670X.2016.1246377,nl,man,Manual,frame,NA
10.1080/1461670X.2016.1266281,de,man,Manual,thing,NA
10.1080/1461670X.2016.1266281,de,man,Manual,const,NA
10.1080/1461670X.2016.1266281,de,man,Manual,quali,NA
10.1080/1461670X.2017.1292860,en,man,Manual,quali,NA
10.1080/1461670X.2017.1292860,en,man,Manual,frame,NA
10.1080/1461670X.2017.1297686,no,man,Manual,theme,NA
10.1080/1461670X.2017.1330665,se,man,Manual,props,NA
10.1080/1461670X.2017.1353432,de,man,Manual,thing,NA
10.1080/1461670X.2017.1353432,de,man,Manual,attri,NA
10.1080/1461670X.2017.1360150,en,man,Manual,thing,NA
10.1080/1461670X.2017.1360150,en,man,Manual,quali,NA
10.1080/1461670X.2017.1360150,en,man,Manual,pragm,NA
10.1080/1461670X.2017.1364140,en,man,Manual,const,NA
10.1080/1461670X.2017.1364140,en,man,Manual,pragm,NA
10.1080/1461670X.2018.1464403,dk,man,Manual,types,NA
10.1080/1461670X.2018.1467783,nl,man,Manual,forma,NA
10.1080/1461670X.2018.1467783,nl,man,Manual,const,NA
10.1080/1461670X.2018.1467783,nl,man,Manual,quali,NA
10.1080/1461670X.2018.1467783,nl,man,Manual,pragm,NA
10.1080/1461670X.2018.1492880,dk,man,Manual,thing,NA
10.1080/1461670X.2018.1513814,cn,man,Manual,thing,NA
10.1080/1461670X.2018.1513814,cn,man,Manual,const,NA
10.1080/1461670X.2018.1513814,cn,man,Manual,attri,NA
10.1080/1461670X.2018.1513817,en,man,Manual,const,NA
10.1080/1461670X.2018.1513817,en,man,Manual,props,NA
10.1080/1461670X.2018.1519637,en,man,Manual,thing,NA
10.1080/1461670X.2018.1520609,de,man,Manual,theme,NA
10.1080/1461670X.2018.1520610,en,man,Manual,const,NA
10.1080/1461670X.2018.1520610,en,man,Manual,types,NA
10.1080/1461670X.2019.1566871,en,man,Manual,const,NA
10.1080/1461670X.2019.1566871,en,man,Manual,quali,NA
10.1080/1461670X.2019.1586564,fr,man,Manual,const,NA
10.1080/1461670X.2019.1586564,fr,man,Manual,attri,NA
10.1080/1461670X.2019.1586564,fr,man,Manual,props,NA
10.1080/1461670X.2019.1632733,en,man,Manual,types,NA
10.1080/1461670X.2019.1632733,en,man,Manual,quali,NA
10.1080/1461670X.2019.1632733,en,man,Manual,pragm,NA
10.1080/1461670X.2019.1670719,en,man,Manual,const,NA
10.1080/1461670X.2019.1670719,en,man,Manual,props,NA
10.1080/1461670X.2019.1697855,en,man,Manual,forma,NA
10.1080/1461670X.2019.1697855,en,man,Manual,props,NA
10.1080/1461670X.2019.1697855,en,man,Manual,frame,NA
10.1080/1461670X.2019.1702476,de,man,Manual,theme,NA
10.1080/1461670X.2019.1702476,de,man,Manual,senti,NA
10.1080/1461670X.2019.1707705,en,man,Manual,theme,NA
10.1080/1461670X.2019.1707705,en,man,Manual,frame,NA
10.1080/1461670X.2020.1719369,en,man,Manual,const,NA
10.1080/1461670X.2020.1719369,en,man,Manual,theme,NA
10.1080/1461670X.2020.1727355,en,man,Manual,thing,NA
10.1080/1461670X.2020.1734857,es,man,Manual,const,NA
10.1080/1461670X.2020.1734857,es,man,Manual,types,NA
10.1080/1461670X.2020.1734857,es,man,Manual,theme,NA
10.1080/1461670X.2020.1734857,es,man,Manual,quali,NA
10.1080/1461670X.2020.1734857,es,man,Manual,attri,NA
10.1080/1461670X.2020.1745667,de,man,Manual,const,NA
10.1080/1461670X.2020.1745668,fr,man,Manual,attri,NA
10.1080/1461670X.2020.1760730,nl,man,Manual,frame,NA
10.1080/1461670X.2020.1781546,en,man,Manual,const,NA
10.1080/1461670X.2020.1781546,en,man,Manual,theme,NA
10.1080/1461670X.2020.1781546,en,man,Manual,attri,NA
10.1080/1461670X.2020.1789496,en,man,Manual,forma,NA
10.1080/1461670X.2020.1789496,en,man,Manual,thing,NA
10.1080/1461670X.2020.1789496,en,man,Manual,const,NA
10.1080/1461670X.2020.1789496,en,man,Manual,theme,NA
10.1080/1461670X.2020.1799238,en,man,Manual,theme,NA
10.1080/1461670X.2020.1799238,en,man,Manual,frame,NA
10.1080/19312458.2017.1317338,de,man,Manual,thing,NA
10.1080/19312458.2017.1317338,de,man,Manual,attri,NA
10.1080/19312458.2017.1380175,nl,man,Manual,senti,NA
10.1080/21670811.2015.1006861,en,man,Manual,const,NA
10.1080/21670811.2015.1006861,en,man,Manual,quali,NA
10.1080/21670811.2015.1040043,en,man,Manual,thing,NA
10.1080/21670811.2015.1040043,en,man,Manual,attri,NA
10.1080/21670811.2015.1042982,en,man,Manual,forma,NA
10.1080/21670811.2015.1054408,dk,man,Manual,thing,NA
10.1080/21670811.2015.1054408,dk,man,Manual,const,NA
10.1080/21670811.2015.1054408,dk,man,Manual,theme,NA
10.1080/21670811.2016.1160790,nl,man,Manual,relas,NA
10.1080/21670811.2016.1161493,nl,man,Manual,senti,NA
10.1080/21670811.2016.1161493,nl,man,Manual,relas,NA
10.1080/21670811.2016.1163233,en,man,Manual,thing,NA
10.1080/21670811.2016.1168707,en,man,Manual,types,NA
10.1080/21670811.2016.1168709,en,man,Manual,other,NA
10.1080/21670811.2016.1176534,nl,man,Manual,types,NA
10.1080/21670811.2016.1176534,nl,man,Manual,quali,NA
10.1080/21670811.2016.1176534,nl,man,Manual,pragm,NA
10.1080/21670811.2016.1178074,en,man,Manual,theme,NA
10.1080/21670811.2016.1178592,en,man,Manual,quali,NA
10.1080/21670811.2016.1209082,en,man,Manual,quali,NA
10.1080/21670811.2016.1209082,en,man,Manual,pragm,NA
10.1080/21670811.2016.1234938,nl,man,Manual,thing,NA
10.1080/21670811.2016.1234938,nl,man,Manual,frame,NA
10.1080/21670811.2016.1234938,nl,man,Manual,relas,NA
10.1080/21670811.2016.1243452,en,man,Manual,attri,NA
10.1080/21670811.2016.1243452,en,man,Manual,frame,NA
10.1080/21670811.2016.1250607,en,man,Manual,thing,NA
10.1080/21670811.2016.1250607,en,man,Manual,const,NA
10.1080/21670811.2016.1250607,en,man,Manual,theme,NA
10.1080/21670811.2016.1250607,en,man,Manual,attri,NA
10.1080/21670811.2016.1250607,en,man,Manual,frame,NA
10.1080/21670811.2017.1338144,en,man,Manual,const,NA
10.1080/21670811.2017.1338144,en,man,Manual,theme,NA
10.1080/21670811.2017.1338144,en,man,Manual,props,NA
10.1080/21670811.2017.1338145,de,man,Manual,theme,NA
10.1080/21670811.2017.1343089,se,man,Manual,forma,NA
10.1080/21670811.2017.1343089,se,man,Manual,thing,NA
10.1080/21670811.2017.1343089,se,man,Manual,theme,NA
10.1080/21670811.2017.1345644,en,man,Manual,const,NA
10.1080/21670811.2017.1345644,en,man,Manual,quali,NA
10.1080/21670811.2017.1359644,de,man,Manual,quali,NA
10.1080/21670811.2017.1366865,cc,man,Manual,other,NA
10.1080/21670811.2017.1377093,en,man,Manual,thing,NA
10.1080/21670811.2017.1377093,en,man,Manual,const,NA
10.1080/21670811.2017.1377093,en,man,Manual,theme,NA
10.1080/21670811.2017.1387501,en,man,Manual,forma,NA
10.1080/21670811.2017.1387501,en,man,Manual,thing,NA
10.1080/21670811.2017.1387501,en,man,Manual,const,NA
10.1080/21670811.2017.1387501,en,man,Manual,quali,NA
10.1080/21670811.2017.1399805,en,man,Manual,forma,NA
10.1080/21670811.2017.1412800,de,man,Manual,thing,NA
10.1080/21670811.2017.1412800,de,man,Manual,theme,NA
10.1080/21670811.2017.1412801,en,man,Manual,forma,NA
10.1080/21670811.2017.1412801,en,man,Manual,theme,NA
10.1080/21670811.2017.1412801,en,man,Manual,attri,NA
10.1080/21670811.2018.1497449,nl,man,Manual,const,NA
10.1080/21670811.2018.1497449,nl,man,Manual,attri,NA
10.1080/21670811.2018.1522962,de,man,Manual,forma,NA
10.1080/21670811.2018.1522962,de,man,Manual,types,NA
10.1080/21670811.2018.1554409,en,man,Manual,forma,NA
10.1080/21670811.2018.1554409,en,man,Manual,thing,NA
10.1080/21670811.2018.1554409,en,man,Manual,const,NA
10.1080/21670811.2018.1554409,en,man,Manual,theme,NA
10.1080/21670811.2019.1571931,en,man,Manual,thing,NA
10.1080/21670811.2019.1571931,en,man,Manual,types,NA
10.1080/21670811.2019.1571931,en,man,Manual,quali,NA
10.1080/21670811.2019.1631706,de,man,Manual,theme,NA
10.1080/21670811.2019.1631706,de,man,Manual,quali,NA
10.1080/21670811.2019.1661262,en,man,Manual,theme,NA
10.1080/21670811.2019.1661262,en,man,Manual,senti,NA
10.1080/21670811.2019.1661262,en,man,Manual,quali,NA
10.1080/21670811.2019.1680301,es,man,Manual,thing,NA
10.1080/21670811.2019.1680301,es,man,Manual,theme,NA
10.1080/21670811.2020.1777881,fs,man,Manual,thing,NA
10.1080/21670811.2020.1777881,fs,man,Manual,senti,NA
10.1080/21670811.2020.1777881,fs,man,Manual,quali,NA
10.1080/21670811.2020.1777881,fs,man,Manual,attri,NA
10.1093/hcr/hqy009,en,man,Manual,forma,NA
10.1093/hcr/hqy009,en,man,Manual,const,NA
10.1093/hcr/hqy009,en,man,Manual,attri,NA
10.1093/hcr/hqy009,en,man,Manual,pragm,NA
10.1093/jcmc/zmy019,en,man,Manual,forma,NA
10.1093/jcmc/zmy019,en,man,Manual,const,NA
10.1093/jcmc/zmy019,en,man,Manual,types,NA
10.1093/jcmc/zmy019,en,man,Manual,pragm,NA
10.1093/joc/jqz039,en,man,Manual,thing,NA
10.1093/jopart/muv001,en,man,Manual,senti,NA
10.1093/jopart/mux045,dk,man,Manual,theme,NA
10.1093/jopart/muz033,en,man,Manual,quali,NA
10.1093/poq/nfx040,nl,man,Manual,theme,NA
10.1093/poq/nfz035,en,man,Manual,const,NA
10.1093/poq/nfz035,en,man,Manual,quali,NA
10.1093/poq/nfz035,en,man,Manual,props,NA
10.1111/ajps.12423,en,man,Manual,quali,NA
10.1111/ajps.12501,de,man,Manual,theme,NA
10.1111/jcom.12298,en,man,Manual,forma,NA
10.1111/jcom.12298,en,man,Manual,thing,NA
10.1111/jcom.12298,en,man,Manual,const,NA
10.1111/jcom.12325,es,man,Manual,forma,NA
10.1111/jcom.12325,es,man,Manual,theme,NA
10.1111/jcom.12325,es,man,Manual,senti,NA
10.1111/jcom.12325,es,man,Manual,quali,NA
10.1111/jcom.12325,es,man,Manual,frame,NA
10.1111/jcom.12333,en,man,Manual,const,NA
10.1111/jcom.12333,en,man,Manual,theme,NA
10.1111/jcom.12333,en,man,Manual,frame,NA
10.1111/jcom.12333,en,man,Manual,pragm,NA
10.1111/jcom.12335,en,man,Manual,const,NA
10.1111/jcom.12335,en,man,Manual,types,NA
10.1111/jcom.12335,en,man,Manual,attri,NA
10.1111/jcom.12335,en,man,Manual,props,NA
10.1111/jcom.12335,en,man,Manual,frame,NA
10.1111/jcom.12335,en,man,Manual,other,NA
10.1111/pops.12262,sr,man,Manual,attri,NA
10.1111/pops.12262,sr,man,Manual,frame,NA
10.1111/pops.12328,en,man,Manual,theme,NA
10.1111/pops.12328,en,man,Manual,attri,NA
10.1111/pops.12385,en,man,Manual,attri,NA
10.1111/pops.12388,pt,man,Manual,thing,NA
10.1111/pops.12388,pt,man,Manual,attri,NA
10.1111/pops.12448,en,man,Manual,attri,NA
10.1111/pops.12525,en,man,Manual,quali,NA
10.1111/pops.12551,en,man,Manual,theme,NA
10.1111/pops.12551,en,man,Manual,senti,NA
10.1111/pops.12551,en,man,Manual,quali,NA
10.1111/pops.12648,ph,man,Manual,senti,NA
10.1111/pops.12648,ph,man,Manual,quali,NA
10.1111/pops.12652,ru,man,Manual,quali,NA
10.1111/pops.12659,pt,man,Manual,theme,NA
10.1111/psj.12142,en,man,Manual,thing,NA
10.1111/psj.12142,en,man,Manual,attri,NA
10.1111/psj.12174,de,man,Manual,thing,NA
10.1111/psj.12174,de,man,Manual,attri,NA
10.1111/psj.12176,en,man,Manual,thing,NA
10.1111/psj.12176,en,man,Manual,quali,NA
10.1111/psj.12176,en,man,Manual,attri,NA
10.1111/psj.12207,en,man,Manual,thing,NA
10.1111/psj.12207,en,man,Manual,attri,NA
10.1111/psj.12208,en,man,Manual,quali,NA
10.1111/psj.12208,en,man,Manual,frame,NA
10.1111/psj.12273,en,man,Manual,const,NA
10.1111/psj.12273,en,man,Manual,quali,NA
10.1111/psj.12274,en,man,Manual,thing,NA
10.1111/psj.12274,en,man,Manual,quali,NA
10.1111/psj.12291,en,man,Manual,thing,NA
10.1111/psj.12291,en,man,Manual,quali,NA
10.1111/psj.12295,tr,man,Manual,theme,NA
10.1111/rego.12129,en,man,Manual,theme,NA
10.1111/rego.12147,en,man,Manual,thing,NA
10.1111/rego.12173,en,man,Manual,theme,NA
10.1111/rego.12231,en,man,Manual,attri,NA
10.1162/GLEP_a_00379,en,man,Manual,theme,NA
10.1162/GLEP_a_00379,en,man,Manual,frame,NA
10.1162/GLEP_a_00430,en,man,Manual,frame,NA
10.1162/GLEP_a_00447,en,man,Manual,theme,NA
10.1162/GLEP_a_00447,en,man,Manual,quali,NA
10.1177/0010414016633230,en,man,Manual,quali,NA
10.1177/0010414017730082,it,man,Manual,theme,NA
10.1177/0010414018784065,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1177/0093650213510943,en,man,Manual,theme,NA
10.1177/0093650213510943,en,man,Manual,pragm,NA
10.1177/0093650215573861,en,man,Manual,forma,NA
10.1177/0093650215579223,en,man,Manual,thing,NA
10.1177/0093650215579223,en,man,Manual,const,NA
10.1177/0093650215579223,en,man,Manual,props,NA
10.1177/0093650215607612,en,man,Manual,pragm,NA
10.1177/0093650215614364,de,man,Manual,theme,NA
10.1177/0093650215614364,de,man,Manual,senti,NA
10.1177/0093650217705528,en,man,Manual,forma,NA
10.1177/0093650217705528,en,man,Manual,thing,NA
10.1177/0093650217705528,en,man,Manual,const,NA
10.1177/0093650217705528,en,man,Manual,senti,NA
10.1177/0093650218797884,de,man,Manual,thing,NA
10.1177/0093650218797884,de,man,Manual,const,NA
10.1177/0093650218797884,de,man,Manual,quali,NA
10.1177/0093650218797884,de,man,Manual,pragm,NA
10.1177/0093650219870087,nl,man,Manual,senti,NA
10.1177/0267323115612211,en,man,Manual,thing,NA
10.1177/0267323115612211,en,man,Manual,const,NA
10.1177/0267323115612211,en,man,Manual,props,NA
10.1177/0267323116629878,de,man,Manual,thing,NA
10.1177/0267323116629878,de,man,Manual,quali,NA
