_id,doi,language,method,method2,measurement,validation
387,10.1080/10584609.2017.1334728,de,sml,Supervised,theme,no validation attempt
388,10.1080/10584609.2017.1384771,nl,lda,Unsupervised,theme,discussion & demonstration
389,10.1080/10584609.2018.1452811,en,key,Rule-based,theme,no validation attempt
390,10.1080/10584609.2018.1490836,cn,key,Rule-based,thing,discussion
391,10.1080/10584609.2018.1504840,en,sml,Supervised,theme,discussion & demonstration
392,10.1080/10584609.2018.1517843,en,dct,Rule-based,const,discussion & demonstration
393,10.1080/10584609.2018.1526238,de,lnk,Rule-based,theme,no validation attempt
394,10.1080/10584609.2018.1526238,de,bot,Other,theme,no validation attempt
395,10.1080/10584609.2019.1660440,es,sof,Rule-based,pragm,discussion & demonstration
396,10.1080/10584609.2019.1661890,de,dct,Rule-based,const,discussion & demonstration
397,10.1080/10584609.2019.1661890,de,dct,Rule-based,attri,discussion & demonstration
398,10.1080/10584609.2019.1663322,en,man,Manual,thing,discussion & demonstration
399,10.1080/10584609.2019.1663322,en,man,Manual,types,discussion & demonstration
400,10.1080/10584609.2019.1663322,en,lnk,Rule-based,thing,discussion & demonstration
401,10.1080/10584609.2019.1663322,en,lnk,Rule-based,types,discussion & demonstration
402,10.1080/10584609.2020.1713269,en,dct,Rule-based,thing,discussion & demonstration
403,10.1080/10584609.2020.1713269,en,dct,Rule-based,theme,discussion & demonstration
404,10.1080/10584609.2020.1713269,en,dct,Rule-based,attri,discussion & demonstration
405,10.1080/10584609.2020.1713269,en,sml,Supervised,thing,discussion & demonstration
406,10.1080/10584609.2020.1713269,en,sml,Supervised,theme,discussion & demonstration
407,10.1080/10584609.2020.1713269,en,sml,Supervised,attri,discussion & demonstration
408,10.1080/10584609.2020.1723753,en,dct,Rule-based,thing,no validation attempt
409,10.1080/10584609.2020.1723753,en,dct,Rule-based,attri,no validation attempt
410,10.1080/10584609.2020.1723753,en,dct,Rule-based,props,no validation attempt
411,10.1080/10584609.2020.1723753,en,sof,Rule-based,thing,no validation attempt
412,10.1080/10584609.2020.1723753,en,sof,Rule-based,attri,no validation attempt
413,10.1080/10584609.2020.1723753,en,sof,Rule-based,props,no validation attempt
414,10.1080/10584609.2020.1744779,en,man,Manual,pragm,discussion
415,10.1080/10584609.2020.1744779,en,dct,Rule-based,pragm,discussion
416,10.1080/10584609.2020.1763527,en,sof,Rule-based,senti,no validation attempt
417,10.1080/10584609.2020.1763528,nl,man,Manual,relas,discussion & demonstration
418,10.1080/10584609.2020.1763528,nl,plg,Unsupervised,relas,discussion & demonstration
419,10.1080/13501763.2018.1428215,en,plg,Unsupervised,quali,discussion
420,10.1080/13501763.2020.1712457,en,lda,Unsupervised,theme,discussion & demonstration
421,10.1080/13501763.2020.1797144,en,man,Manual,thing,discussion & demonstration
422,10.1080/13501763.2020.1797144,en,lnk,Rule-based,thing,discussion & demonstration
423,10.1080/13563467.2020.1806221,en,man,Manual,theme,discussion & demonstration
424,10.1080/13563467.2020.1806221,en,sml,Supervised,theme,discussion & demonstration
425,10.1080/1461670X.2015.1022204,no,man,Manual,forma,NA
426,10.1080/1461670X.2015.1022204,no,man,Manual,theme,NA
427,10.1080/1461670X.2015.1022204,no,nlp,Rule-based,forma,NA
428,10.1080/1461670X.2015.1022204,no,nlp,Rule-based,theme,NA
429,10.1080/1461670X.2015.1089183,dk,key,Rule-based,theme,discussion & demonstration
430,10.1080/1461670X.2015.1089183,dk,key,Rule-based,senti,discussion & demonstration
431,10.1080/1461670X.2015.1089183,dk,sof,Rule-based,theme,discussion & demonstration
432,10.1080/1461670X.2015.1089183,dk,sof,Rule-based,senti,discussion & demonstration
433,10.1080/1461670X.2015.1099460,en,sof,Rule-based,const,no validation attempt
434,10.1080/1461670X.2016.1168711,de,key,Rule-based,theme,no validation attempt
435,10.1080/1461670X.2016.1190663,nl,nlp,Rule-based,relas,discussion & demonstration
436,10.1080/1461670X.2016.1190663,nl,plg,Unsupervised,relas,discussion & demonstration
437,10.1080/1461670X.2016.1209977,en,man,Manual,theme,NA
438,10.1080/1461670X.2016.1209977,en,man,Manual,quali,NA
439,10.1080/1461670X.2016.1209977,en,man,Manual,pragm,NA
440,10.1080/1461670X.2016.1209977,en,dct,Rule-based,theme,NA
441,10.1080/1461670X.2016.1209977,en,dct,Rule-based,quali,NA
442,10.1080/1461670X.2016.1209977,en,dct,Rule-based,pragm,NA
443,10.1080/1461670X.2017.1299033,nl,man,Manual,const,NA
444,10.1080/1461670X.2017.1299033,nl,man,Manual,quali,NA
445,10.1080/1461670X.2017.1299033,nl,man,Manual,props,NA
446,10.1080/1461670X.2017.1299033,nl,key,Rule-based,const,NA
447,10.1080/1461670X.2017.1299033,nl,key,Rule-based,quali,NA
448,10.1080/1461670X.2017.1299033,nl,key,Rule-based,props,NA
449,10.1080/1461670X.2017.1338154,nl,plg,Unsupervised,thing,no validation attempt
450,10.1080/1461670X.2017.1338154,nl,plg,Unsupervised,relas,no validation attempt
451,10.1080/1461670X.2017.1349547,de,man,Manual,theme,NA
452,10.1080/1461670X.2017.1349547,de,dct,Rule-based,theme,NA
453,10.1080/1461670X.2017.1389295,en,key,Rule-based,quali,no validation attempt
454,10.1080/1461670X.2017.1418672,nl,nlp,Rule-based,senti,discussion & demonstration
455,10.1080/1461670X.2017.1418672,nl,nlp,Rule-based,quali,discussion & demonstration
456,10.1080/1461670X.2017.1418672,nl,sml,Supervised,senti,discussion & demonstration
457,10.1080/1461670X.2017.1418672,nl,sml,Supervised,quali,discussion & demonstration
458,10.1080/1461670X.2018.1423632,nl,lda,Unsupervised,theme,no validation attempt
459,10.1080/1461670X.2018.1423632,nl,lda,Unsupervised,frame,no validation attempt
460,10.1080/1461670X.2019.1601029,cn,lda,Unsupervised,theme,discussion & demonstration
461,10.1080/1461670X.2019.1601029,cn,sml,Supervised,theme,discussion & demonstration
462,10.1080/1461670X.2019.1612266,nl,key,Rule-based,thing,no validation attempt
463,10.1080/1461670X.2019.1612266,nl,key,Rule-based,senti,no validation attempt
464,10.1080/1461670X.2019.1612266,nl,sof,Rule-based,thing,no validation attempt
465,10.1080/1461670X.2019.1612266,nl,sof,Rule-based,senti,no validation attempt
466,10.1080/1461670X.2019.1620114,nl,dct,Rule-based,const,discussion & demonstration
467,10.1080/1461670X.2020.1745665,en,nlp,Rule-based,frame,discussion
468,10.1080/1461670X.2020.1745665,en,sna,Unsupervised,frame,discussion
469,10.1080/1461670X.2020.1753092,en,man,Manual,const,NA
470,10.1080/1461670X.2020.1753092,en,man,Manual,theme,NA
471,10.1080/1461670X.2020.1753092,en,lda,Unsupervised,const,NA
472,10.1080/1461670X.2020.1753092,en,lda,Unsupervised,theme,NA
473,10.1080/1461670X.2020.1761865,de,man,Manual,theme,NA
474,10.1080/1461670X.2020.1761865,de,man,Manual,relas,NA
475,10.1080/1461670X.2020.1761865,de,plg,Unsupervised,theme,NA
476,10.1080/1461670X.2020.1761865,de,plg,Unsupervised,relas,NA
477,10.1080/1461670X.2020.1788974,cn,dct,Rule-based,theme,discussion & demonstration
478,10.1080/1461670X.2020.1790027,en,key,Rule-based,theme,discussion
479,10.1080/1461670X.2020.1790027,en,key,Rule-based,senti,discussion
480,10.1080/1461670X.2020.1790027,en,sof,Rule-based,theme,discussion
481,10.1080/1461670X.2020.1790027,en,sof,Rule-based,senti,discussion
482,10.1080/19312458.2015.1118447,en,nlp,Rule-based,theme,no validation attempt
483,10.1080/19312458.2015.1118447,en,nlp,Rule-based,frame,no validation attempt
484,10.1080/19312458.2015.1118447,en,sna,Unsupervised,theme,no validation attempt
485,10.1080/19312458.2015.1118447,en,sna,Unsupervised,frame,no validation attempt
486,10.1080/19312458.2016.1276894,de,man,Manual,const,discussion & demonstration
487,10.1080/19312458.2016.1276894,de,man,Manual,props,discussion & demonstration
488,10.1080/19312458.2016.1276894,de,key,Rule-based,const,discussion & demonstration
489,10.1080/19312458.2016.1276894,de,key,Rule-based,props,discussion & demonstration
490,10.1080/19312458.2018.1430754,en,lda,Unsupervised,theme,discussion & demonstration
491,10.1080/19312458.2018.1430755,en,sml,Supervised,pragm,discussion
492,10.1080/19312458.2018.1447656,en,man,Manual,const,discussion & demonstration
493,10.1080/19312458.2018.1447656,en,man,Manual,attri,discussion & demonstration
494,10.1080/19312458.2018.1447656,en,dct,Rule-based,const,discussion & demonstration
495,10.1080/19312458.2018.1447656,en,dct,Rule-based,attri,discussion & demonstration
496,10.1080/19312458.2018.1455817,de,sml,Supervised,thing,discussion & demonstration
497,10.1080/19312458.2018.1455817,de,sml,Supervised,const,discussion & demonstration
498,10.1080/19312458.2018.1455817,de,sml,Supervised,senti,discussion & demonstration
499,10.1080/19312458.2018.1536972,en,man,Manual,relas,discussion & demonstration
500,10.1080/19312458.2018.1536972,en,plg,Unsupervised,relas,discussion & demonstration
501,10.1080/19312458.2018.1536972,en,sml,Supervised,relas,discussion & demonstration
502,10.1080/19312458.2018.1536973,en,nlp,Rule-based,thing,discussion & demonstration
503,10.1080/19312458.2018.1536973,en,nlp,Rule-based,const,discussion & demonstration
504,10.1080/19312458.2018.1536973,en,nlp,Rule-based,senti,discussion & demonstration
505,10.1080/19312458.2018.1536973,en,nlp,Rule-based,attri,discussion & demonstration
506,10.1080/19312458.2018.1536973,en,nlp,Rule-based,props,discussion & demonstration
507,10.1080/19312458.2019.1639145,en,sna,Unsupervised,thing,no validation attempt
508,10.1080/19312458.2019.1639145,en,sna,Unsupervised,frame,no validation attempt
509,10.1080/19312458.2019.1639145,en,lda,Unsupervised,thing,no validation attempt
510,10.1080/19312458.2019.1639145,en,lda,Unsupervised,frame,no validation attempt
511,10.1080/19312458.2019.1650166,en,man,Manual,const,discussion & demonstration
512,10.1080/19312458.2019.1650166,en,sml,Supervised,const,discussion & demonstration
513,10.1080/19312458.2019.1671966,nl,man,Manual,senti,discussion & demonstration
514,10.1080/19312458.2019.1671966,nl,nlp,Rule-based,senti,discussion & demonstration
515,10.1080/21670811.2015.1133249,en,lda,Unsupervised,theme,no validation attempt
516,10.1080/21670811.2017.1293487,en,nlp,Rule-based,thing,discussion & demonstration
517,10.1080/21670811.2017.1293487,en,dct,Rule-based,thing,discussion & demonstration
518,10.1080/21670811.2017.1293487,en,sml,Supervised,thing,discussion & demonstration
519,10.1080/21670811.2017.1340094,en,lnk,Rule-based,theme,no validation attempt
520,10.1080/21670811.2017.1340094,en,lda,Unsupervised,theme,no validation attempt
521,10.1080/21670811.2017.1342209,gr,man,Manual,thing,discussion
522,10.1080/21670811.2017.1342209,gr,man,Manual,const,discussion
523,10.1080/21670811.2017.1342209,gr,man,Manual,types,discussion
524,10.1080/21670811.2017.1342209,gr,man,Manual,relas,discussion
525,10.1080/21670811.2017.1342209,gr,plg,Unsupervised,thing,discussion
526,10.1080/21670811.2017.1342209,gr,plg,Unsupervised,const,discussion
527,10.1080/21670811.2017.1342209,gr,plg,Unsupervised,types,discussion
528,10.1080/21670811.2017.1342209,gr,plg,Unsupervised,relas,discussion
529,10.1080/21670811.2018.1493939,nl,nlp,Rule-based,senti,discussion & demonstration
530,10.1080/21670811.2018.1493939,nl,nlp,Rule-based,quali,discussion & demonstration
531,10.1080/21670811.2018.1493939,nl,sof,Rule-based,senti,discussion & demonstration
532,10.1080/21670811.2018.1493939,nl,sof,Rule-based,quali,discussion & demonstration
533,10.1080/21670811.2018.1510741,dk,lda,Unsupervised,forma,no validation attempt
534,10.1080/21670811.2018.1510741,dk,lda,Unsupervised,theme,no validation attempt
535,10.1080/21670811.2018.1510741,dk,lda,Unsupervised,relas,no validation attempt
536,10.1080/21670811.2018.1512879,en,lda,Unsupervised,other,no validation attempt
537,10.1080/21670811.2019.1682629,en,lda,Unsupervised,theme,discussion & demonstration
538,10.1080/21670811.2020.1761264,en,man,Manual,forma,discussion
539,10.1080/21670811.2020.1761264,en,man,Manual,quali,discussion
540,10.1080/21670811.2020.1761264,en,man,Manual,frame,discussion
541,10.1080/21670811.2020.1761264,en,sof,Rule-based,forma,discussion
542,10.1080/21670811.2020.1761264,en,sof,Rule-based,quali,discussion
543,10.1080/21670811.2020.1761264,en,sof,Rule-based,frame,discussion
544,10.1080/21670811.2020.1767509,nl,sml,Supervised,theme,discussion & demonstration
545,10.1093/jcmc/zmy006,en,sof,Rule-based,const,no validation attempt
546,10.1093/jcmc/zmy006,en,sof,Rule-based,senti,no validation attempt
547,10.1093/jcmc/zmy006,en,sof,Rule-based,quali,no validation attempt
548,10.1093/jcmc/zmz009,en,lnk,Rule-based,theme,discussion & demonstration
549,10.1093/jcmc/zmz009,en,sml,Supervised,theme,discussion & demonstration
550,10.1093/jcmc/zmz014,en,nlp,Rule-based,const,discussion & demonstration
551,10.1093/jcmc/zmz014,en,nlp,Rule-based,relas,discussion & demonstration
552,10.1093/jcmc/zmz014,en,dct,Rule-based,const,discussion & demonstration
553,10.1093/jcmc/zmz014,en,dct,Rule-based,relas,discussion & demonstration
554,10.1093/jcmc/zmz014,en,sof,Rule-based,const,discussion & demonstration
555,10.1093/jcmc/zmz014,en,sof,Rule-based,relas,discussion & demonstration
556,10.1093/jcmc/zmz014,en,lda,Unsupervised,const,discussion & demonstration
557,10.1093/jcmc/zmz014,en,lda,Unsupervised,relas,discussion & demonstration
558,10.1093/joc/jqy007,es,lnk,Rule-based,const,no validation attempt
559,10.1093/joc/jqy007,es,lnk,Rule-based,other,no validation attempt
560,10.1093/joc/jqy032,en,key,Rule-based,const,discussion
561,10.1093/joc/jqz023,en,sof,Rule-based,attri,discussion & demonstration
562,10.1093/joc/jqz023,en,sof,Rule-based,props,discussion & demonstration
563,10.1093/joc/jqz023,en,sof,Rule-based,pragm,discussion & demonstration
564,10.1093/joc/jqz033,en,sml,Supervised,const,discussion & demonstration
565,10.1093/joc/jqz033,en,sml,Supervised,props,discussion & demonstration
566,10.1093/jopart/muu052,kr,sna,Unsupervised,quali,no validation attempt
567,10.1093/jopart/muy033,en,man,Manual,quali,no validation attempt
568,10.1093/jopart/muy033,en,plg,Unsupervised,quali,no validation attempt
569,10.1093/jopart/muy045,en,lda,Unsupervised,theme,discussion & demonstration
570,10.1093/jopart/muy060,en,sml,Supervised,quali,discussion & demonstration
571,10.1093/pan/mpw017,en,dcs,Unsupervised,quali,discussion & demonstration
572,10.1093/poq/nfw007,en,sml,Supervised,theme,discussion & demonstration
573,10.1093/poq/nfw039,dk,dct,Rule-based,const,discussion & demonstration
574,10.1093/poq/nfw039,dk,dct,Rule-based,senti,discussion & demonstration
575,10.1093/poq/nfy034,en,man,Manual,thing,no validation attempt
576,10.1093/poq/nfy034,en,man,Manual,theme,no validation attempt
577,10.1093/poq/nfy034,en,man,Manual,quali,no validation attempt
578,10.1093/poq/nfy034,en,nlp,Rule-based,thing,no validation attempt
579,10.1093/poq/nfy034,en,nlp,Rule-based,theme,no validation attempt
580,10.1093/poq/nfy034,en,nlp,Rule-based,quali,no validation attempt
581,10.1093/poq/nfy034,en,lda,Unsupervised,thing,no validation attempt
582,10.1093/poq/nfy034,en,lda,Unsupervised,theme,no validation attempt
583,10.1093/poq/nfy034,en,lda,Unsupervised,quali,no validation attempt
584,10.1093/ser/mwz020,en,lda,Unsupervised,theme,discussion & demonstration
585,10.1111/ajps.12274,en,sna,Unsupervised,other,discussion & demonstration
586,10.1111/ajps.12329,en,key,Rule-based,theme,no validation attempt
587,10.1111/ajps.12346,en,lda,Unsupervised,theme,no validation attempt
588,10.1111/ajps.12459,ar,lda,Unsupervised,theme,discussion & demonstration
589,10.1111/ajps.12476,en,dct,Rule-based,quali,discussion & demonstration
590,10.1111/ajps.12509,en,sml,Supervised,const,discussion & demonstration
591,10.1111/ajps.12510,en,nlp,Rule-based,thing,discussion
592,10.1111/ajps.12510,en,nlp,Rule-based,attri,discussion
593,10.1111/ajps.12516,de,man,Manual,relas,discussion & demonstration
594,10.1111/ajps.12516,de,plg,Unsupervised,relas,discussion & demonstration
595,10.1111/ajps.12521,en,lda,Unsupervised,theme,discussion & demonstration
596,10.1111/jcc4.12145,cn,nlp,Rule-based,const,no validation attempt
597,10.1111/jcc4.12145,cn,key,Rule-based,const,no validation attempt
598,10.1111/jcom.12245,es,sof,Rule-based,const,no validation attempt
599,10.1111/jcom.12266,nl,key,Rule-based,thing,discussion & demonstration
600,10.1111/jcom.12311,en,dct,Rule-based,thing,no validation attempt
601,10.1111/jcom.12311,en,dct,Rule-based,theme,no validation attempt
602,10.1111/jcom.12327,se,key,Rule-based,theme,discussion
603,10.1111/pops.12415,en,key,Rule-based,const,no validation attempt
604,10.1111/pops.12415,en,sof,Rule-based,const,no validation attempt
605,10.1111/pops.12539,en,dct,Rule-based,quali,discussion
606,10.1111/pops.12584,en,nlp,Rule-based,senti,discussion
607,10.1111/pops.12584,en,nlp,Rule-based,quali,discussion
608,10.1111/pops.12693,de,man,Manual,senti,discussion & demonstration
609,10.1111/pops.12693,de,nlp,Rule-based,senti,discussion & demonstration
610,10.1111/psj.12110,en,lda,Unsupervised,theme,discussion
611,10.1111/psj.12119,en,man,Manual,const,discussion & demonstration
612,10.1111/psj.12119,en,man,Manual,theme,discussion & demonstration
613,10.1111/psj.12119,en,dct,Rule-based,const,discussion & demonstration
614,10.1111/psj.12119,en,dct,Rule-based,theme,discussion & demonstration
615,10.1111/psj.12134,dk,lnk,Rule-based,other,no validation attempt
616,10.1111/psj.12175,en,man,Manual,relas,no validation attempt
617,10.1111/psj.12175,en,nlp,Rule-based,relas,no validation attempt
618,10.1111/psj.12210,en,lnk,Rule-based,other,no validation attempt
619,10.1111/psj.12245,dk,sml,Supervised,theme,discussion
620,10.1111/psj.12255,en,man,Manual,thing,discussion
621,10.1111/psj.12255,en,man,Manual,const,discussion
622,10.1111/psj.12255,en,man,Manual,quali,discussion
